Spacecraft: DefaultSC

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
13 Apr 2029 07:54:50.376    13 Apr 2029 08:15:06.164      1215.7880193    Earth           Umbra       357           1266.4965182
13 Apr 2029 08:15:06.164    13 Apr 2029 08:15:31.258      25.093835802    Earth           Penumbra    357           1266.4965182
13 Apr 2029 09:28:42.534    13 Apr 2029 09:29:07.769      25.234898517    Earth           Penumbra    358           1279.0616369
13 Apr 2029 09:29:07.769    13 Apr 2029 09:49:36.873      1229.1044741    Earth           Umbra       358           1279.0616369
13 Apr 2029 09:49:36.873    13 Apr 2029 09:50:01.596      24.722264253    Earth           Penumbra    358           1279.0616369
13 Apr 2029 11:03:00.571    13 Apr 2029 11:03:25.446      24.875593360    Earth           Penumbra    359           1291.1659033
13 Apr 2029 11:03:25.446    13 Apr 2029 11:24:07.368      1241.9213705    Earth           Umbra       359           1291.1659033
13 Apr 2029 11:24:07.368    13 Apr 2029 11:24:31.737      24.368939374    Earth           Penumbra    359           1291.1659033
13 Apr 2029 12:37:18.635    13 Apr 2029 12:37:43.161      24.526429153    Earth           Penumbra    360           1303.1551820
13 Apr 2029 12:37:43.161    13 Apr 2029 12:58:37.762      1254.6010553    Earth           Umbra       360           1303.1551820
13 Apr 2029 12:58:37.762    13 Apr 2029 12:59:01.790      24.027697637    Earth           Penumbra    360           1303.1551820
13 Apr 2029 14:11:36.652    13 Apr 2029 14:12:00.839      24.187242449    Earth           Penumbra    361           1314.9864443
13 Apr 2029 14:12:00.839    13 Apr 2029 14:33:07.942      1267.1030309    Earth           Umbra       361           1314.9864443
13 Apr 2029 14:33:07.942    13 Apr 2029 14:33:31.638      23.696170945    Earth           Penumbra    361           1314.9864443
13 Apr 2029 15:45:54.594    13 Apr 2029 15:46:18.451      23.856490874    Earth           Penumbra    362           1326.6952236
13 Apr 2029 15:46:18.451    13 Apr 2029 16:07:37.918      1279.4669373    Earth           Umbra       362           1326.6952236
13 Apr 2029 16:07:37.918    13 Apr 2029 16:08:01.289      23.371795379    Earth           Penumbra    362           1326.6952236
13 Apr 2029 17:20:12.478    13 Apr 2029 17:20:36.012      23.533659568    Earth           Penumbra    363           1338.2817800
13 Apr 2029 17:20:36.012    13 Apr 2029 17:42:07.703      1291.6906578    Earth           Umbra       363           1338.2817800
13 Apr 2029 17:42:07.703    13 Apr 2029 17:42:30.760      23.057462694    Earth           Penumbra    363           1338.2817800
13 Apr 2029 18:54:30.386    13 Apr 2029 18:54:53.607      23.221184523    Earth           Penumbra    364           1349.6528481
13 Apr 2029 18:54:53.607    13 Apr 2029 19:16:37.286      1303.6789694    Earth           Umbra       364           1349.6528481
13 Apr 2029 19:16:37.286    13 Apr 2029 19:17:00.038      22.752694180    Earth           Penumbra    364           1349.6528481
13 Apr 2029 20:28:48.227    13 Apr 2029 20:29:11.141      22.914192500    Earth           Penumbra    365           1361.0113049
13 Apr 2029 20:29:11.141    13 Apr 2029 20:51:06.787      1315.6453665    Earth           Umbra       365           1361.0113049
13 Apr 2029 20:51:06.787    13 Apr 2029 20:51:29.238      22.451745928    Earth           Penumbra    365           1361.0113049
13 Apr 2029 22:03:06.043    13 Apr 2029 22:03:28.654      22.611228819    Earth           Penumbra    366           1372.3723917
13 Apr 2029 22:03:28.654    13 Apr 2029 22:25:36.261      1327.6071579    Earth           Umbra       366           1372.3723917
13 Apr 2029 22:25:36.261    13 Apr 2029 22:25:58.415      22.154005012    Earth           Penumbra    366           1372.3723917
13 Apr 2029 23:37:23.874    13 Apr 2029 23:37:46.188      22.314191668    Earth           Penumbra    367           1383.6422043
13 Apr 2029 23:37:46.188    14 Apr 2029 00:00:05.652      1339.4632131    Earth           Umbra       367           1383.6422043
14 Apr 2029 00:00:05.652    14 Apr 2029 00:00:27.516      21.864799492    Earth           Penumbra    367           1383.6422043
14 Apr 2029 01:11:41.816    14 Apr 2029 01:12:03.848      22.031767946    Earth           Penumbra    368           1394.5440138
14 Apr 2029 01:12:03.848    14 Apr 2029 01:34:34.771      1350.9228193    Earth           Umbra       368           1394.5440138
14 Apr 2029 01:34:34.771    14 Apr 2029 01:34:56.360      21.589426626    Earth           Penumbra    368           1394.5440138
14 Apr 2029 02:45:59.742    14 Apr 2029 02:46:21.504      21.762131760    Earth           Penumbra    369           1405.1439516
14 Apr 2029 02:46:21.504    14 Apr 2029 03:09:03.560      1362.0555038    Earth           Umbra       369           1405.1439516
14 Apr 2029 03:09:03.560    14 Apr 2029 03:09:24.886      21.326316067    Earth           Penumbra    369           1405.1439516
14 Apr 2029 04:20:17.507    14 Apr 2029 04:20:39.005      21.497888386    Earth           Penumbra    370           1415.6204004
14 Apr 2029 04:20:39.005    14 Apr 2029 04:43:32.058      1373.0526687    Earth           Umbra       370           1415.6204004
14 Apr 2029 04:43:32.058    14 Apr 2029 04:43:53.128      21.069843345    Earth           Penumbra    370           1415.6204004
14 Apr 2029 05:54:35.273    14 Apr 2029 05:54:56.514      21.241469728    Earth           Penumbra    371           1425.8776135
14 Apr 2029 05:54:56.514    14 Apr 2029 06:18:00.330      1383.8153476    Earth           Umbra       371           1425.8776135
14 Apr 2029 06:18:00.330    14 Apr 2029 06:18:21.151      20.820796152    Earth           Penumbra    371           1425.8776135
14 Apr 2029 07:28:52.930    14 Apr 2029 07:29:13.919      20.988866617    Earth           Penumbra    372           1436.1759879
14 Apr 2029 07:29:13.919    14 Apr 2029 07:52:28.530      1394.6115829    Earth           Umbra       372           1436.1759879
14 Apr 2029 07:52:28.530    14 Apr 2029 07:52:49.106      20.575538417    Earth           Penumbra    372           1436.1759879
14 Apr 2029 09:03:10.488    14 Apr 2029 09:03:31.228      20.740124001    Earth           Penumbra    373           1446.4440023
14 Apr 2029 09:03:31.228    14 Apr 2029 09:26:56.598      1405.3692817    Earth           Umbra       373           1446.4440023
14 Apr 2029 09:26:56.598    14 Apr 2029 09:27:16.932      20.334596629    Earth           Penumbra    373           1446.4440023
14 Apr 2029 10:37:28.262    14 Apr 2029 10:37:48.765      20.502640691    Earth           Penumbra    374           1456.3559645
14 Apr 2029 10:37:48.765    14 Apr 2029 11:01:24.515      1415.7503575    Earth           Umbra       374           1456.3559645
14 Apr 2029 11:01:24.515    14 Apr 2029 11:01:44.618      20.102966297    Earth           Penumbra    374           1456.3559645
14 Apr 2029 12:11:46.094    14 Apr 2029 12:12:06.366      20.271211525    Earth           Penumbra    375           1466.1682500
14 Apr 2029 12:12:06.366    14 Apr 2029 12:35:52.384      1426.0182343    Earth           Umbra       375           1466.1682500
14 Apr 2029 12:35:52.384    14 Apr 2029 12:36:12.263      19.878804241    Earth           Penumbra    375           1466.1682500
14 Apr 2029 13:46:03.880    14 Apr 2029 13:46:23.925      20.045041898    Earth           Penumbra    376           1475.8531568
14 Apr 2029 13:46:23.925    14 Apr 2029 14:10:20.073      1436.1485175    Earth           Umbra       376           1475.8531568
14 Apr 2029 14:10:20.073    14 Apr 2029 14:10:39.733      19.659597462    Earth           Penumbra    376           1475.8531568
14 Apr 2029 15:20:21.606    14 Apr 2029 15:20:41.430      19.823788572    Earth           Penumbra    377           1485.4075417
14 Apr 2029 15:20:41.430    14 Apr 2029 15:44:47.569      1446.1392778    Earth           Umbra       377           1485.4075417
14 Apr 2029 15:44:47.569    14 Apr 2029 15:45:07.013      19.444475288    Earth           Penumbra    377           1485.4075417
14 Apr 2029 16:54:39.275    14 Apr 2029 16:54:58.882      19.606753439    Earth           Penumbra    378           1494.8728309
14 Apr 2029 16:54:58.882    14 Apr 2029 17:19:14.913      1456.0313158    Earth           Umbra       378           1494.8728309
14 Apr 2029 17:19:14.913    14 Apr 2029 17:19:34.148      19.234761642    Earth           Penumbra    378           1494.8728309
14 Apr 2029 18:28:56.960    14 Apr 2029 18:29:16.356      19.395525078    Earth           Penumbra    379           1504.1574233
14 Apr 2029 18:29:16.356    14 Apr 2029 18:53:42.087      1465.7314294    Earth           Umbra       379           1504.1574233
14 Apr 2029 18:53:42.087    14 Apr 2029 18:54:01.118      19.030468783    Earth           Penumbra    379           1504.1574233
14 Apr 2029 20:03:14.601    14 Apr 2029 20:03:33.789      19.187488651    Earth           Penumbra    380           1513.3996019
14 Apr 2029 20:03:33.789    14 Apr 2029 20:28:09.173      1475.3839866    Earth           Umbra       380           1513.3996019
14 Apr 2029 20:28:09.173    14 Apr 2029 20:28:28.001      18.828126602    Earth           Penumbra    380           1513.3996019
14 Apr 2029 21:37:32.229    14 Apr 2029 21:37:51.210      18.981485884    Earth           Penumbra    381           1522.6181771
14 Apr 2029 21:37:51.210    14 Apr 2029 22:02:36.220      1485.0098000    Earth           Umbra       381           1522.6181771
14 Apr 2029 22:02:36.220    14 Apr 2029 22:02:54.847      18.626891146    Earth           Penumbra    381           1522.6181771
14 Apr 2029 23:11:49.881    14 Apr 2029 23:12:08.659      18.778455653    Earth           Penumbra    382           1531.7789325
14 Apr 2029 23:12:08.659    14 Apr 2029 23:37:03.229      1494.5699854    Earth           Umbra       382           1531.7789325
14 Apr 2029 23:37:03.229    14 Apr 2029 23:37:21.660      18.430491525    Earth           Penumbra    382           1531.7789325
15 Apr 2029 00:46:07.613    15 Apr 2029 00:46:26.197      18.583736394    Earth           Penumbra    383           1540.6786658
15 Apr 2029 00:46:26.197    15 Apr 2029 01:11:30.049      1503.8528252    Earth           Umbra       383           1540.6786658
15 Apr 2029 01:11:30.049    15 Apr 2029 01:11:48.292      18.242104270    Earth           Penumbra    383           1540.6786658
15 Apr 2029 02:20:25.338    15 Apr 2029 02:20:43.736      18.397414230    Earth           Penumbra    384           1549.3351181
15 Apr 2029 02:20:43.736    15 Apr 2029 02:45:56.612      1512.8763646    Earth           Umbra       384           1549.3351181
15 Apr 2029 02:45:56.612    15 Apr 2029 02:46:14.674      18.061339308    Earth           Penumbra    384           1549.3351181
15 Apr 2029 03:54:42.914    15 Apr 2029 03:55:01.129      18.214454676    Earth           Penumbra    385           1557.8800854
15 Apr 2029 03:55:01.129    15 Apr 2029 04:20:22.910      1521.7808727    Earth           Umbra       385           1557.8800854
15 Apr 2029 04:20:22.910    15 Apr 2029 04:20:40.795      17.884757963    Earth           Penumbra    385           1557.8800854
15 Apr 2029 05:29:00.488    15 Apr 2029 05:29:18.524      18.036140478    Earth           Penumbra    386           1566.2389979
15 Apr 2029 05:29:18.524    15 Apr 2029 05:54:49.014      1530.4900128    Earth           Umbra       386           1566.2389979
15 Apr 2029 05:54:49.014    15 Apr 2029 05:55:06.727      17.712844606    Earth           Penumbra    386           1566.2389979
15 Apr 2029 07:03:17.991    15 Apr 2029 07:03:35.851      17.860395228    Earth           Penumbra    387           1574.6026133
15 Apr 2029 07:03:35.851    15 Apr 2029 07:29:15.050      1539.1988927    Earth           Umbra       387           1574.6026133
15 Apr 2029 07:29:15.050    15 Apr 2029 07:29:32.593      17.543325434    Earth           Penumbra    387           1574.6026133
15 Apr 2029 08:37:35.392    15 Apr 2029 08:37:53.078      17.686497560    Earth           Penumbra    388           1582.9620103
15 Apr 2029 08:37:53.078    15 Apr 2029 09:03:40.978      1547.8994924    Earth           Umbra       388           1582.9620103
15 Apr 2029 09:03:40.978    15 Apr 2029 09:03:58.354      17.376020341    Earth           Penumbra    388           1582.9620103
15 Apr 2029 10:11:52.969    15 Apr 2029 10:12:10.488      17.519395833    Earth           Penumbra    389           1591.0411300
15 Apr 2029 10:12:10.488    15 Apr 2029 10:38:06.796      1556.3079244    Earth           Umbra       389           1591.0411300
15 Apr 2029 10:38:06.796    15 Apr 2029 10:38:24.010      17.213809770    Earth           Penumbra    389           1591.0411300
15 Apr 2029 11:46:10.626    15 Apr 2029 11:46:27.982      17.356307991    Earth           Penumbra    390           1599.0428201
15 Apr 2029 11:46:27.982    15 Apr 2029 12:12:32.612      1564.6299086    Earth           Umbra       390           1599.0428201
15 Apr 2029 12:12:32.612    15 Apr 2029 12:12:49.668      17.056603509    Earth           Penumbra    390           1599.0428201
15 Apr 2029 13:20:28.237    15 Apr 2029 13:20:45.433      17.196206201    Earth           Penumbra    391           1606.9461389
15 Apr 2029 13:20:45.433    15 Apr 2029 13:46:58.281      1572.8477795    Earth           Umbra       391           1606.9461389
15 Apr 2029 13:46:58.281    15 Apr 2029 13:47:15.183      16.902153217    Earth           Penumbra    391           1606.9461389
15 Apr 2029 14:54:45.797    15 Apr 2029 14:55:02.836      17.039236939    Earth           Penumbra    392           1614.7254375
15 Apr 2029 14:55:02.836    15 Apr 2029 15:21:23.772      1580.9358306    Earth           Umbra       392           1614.7254375
15 Apr 2029 15:21:23.772    15 Apr 2029 15:21:40.523      16.750369943    Earth           Penumbra    392           1614.7254375
15 Apr 2029 16:29:03.303    15 Apr 2029 16:29:20.187      16.884746728    Earth           Penumbra    393           1622.4408302
15 Apr 2029 16:29:20.187    15 Apr 2029 16:55:49.142      1588.9543865    Earth           Umbra       393           1622.4408302
15 Apr 2029 16:55:49.142    15 Apr 2029 16:56:05.743      16.601696878    Earth           Penumbra    393           1622.4408302
15 Apr 2029 18:03:20.817    15 Apr 2029 18:03:37.551      16.733782890    Earth           Penumbra    394           1630.0096988
15 Apr 2029 18:03:37.551    15 Apr 2029 18:30:14.370      1596.8196040    Earth           Umbra       394           1630.0096988
15 Apr 2029 18:30:14.370    15 Apr 2029 18:30:30.826      16.456311930    Earth           Penumbra    394           1630.0096988
15 Apr 2029 19:37:38.301    15 Apr 2029 19:37:54.885      16.584848310    Earth           Penumbra    395           1637.5237504
15 Apr 2029 19:37:54.885    15 Apr 2029 20:04:39.512      1604.6268970    Earth           Umbra       395           1637.5237504
15 Apr 2029 20:04:39.512    15 Apr 2029 20:04:55.824      16.312005103    Earth           Penumbra    395           1637.5237504
15 Apr 2029 21:11:55.778    15 Apr 2029 21:12:12.215      16.437009140    Earth           Penumbra    396           1645.0008969
15 Apr 2029 21:12:12.215    15 Apr 2029 21:39:04.611      1612.3956796    Earth           Umbra       396           1645.0008969
15 Apr 2029 21:39:04.611    15 Apr 2029 21:39:20.779      16.168208106    Earth           Penumbra    396           1645.0008969
15 Apr 2029 22:46:13.287    15 Apr 2029 22:46:29.578      16.290740948    Earth           Penumbra    397           1652.4438653
15 Apr 2029 22:46:29.578    15 Apr 2029 23:13:29.704      1620.1258948    Earth           Umbra       397           1652.4438653
15 Apr 2029 23:13:29.704    15 Apr 2029 23:13:45.731      16.027229629    Earth           Penumbra    397           1652.4438653
16 Apr 2029 00:20:30.855    16 Apr 2029 00:20:47.005      16.149522644    Earth           Penumbra    398           1659.7039044
16 Apr 2029 00:20:47.005    16 Apr 2029 00:47:54.668      1627.6631873    Earth           Umbra       398           1659.7039044
16 Apr 2029 00:47:54.668    16 Apr 2029 00:48:10.559      15.891194483    Earth           Penumbra    398           1659.7039044
16 Apr 2029 01:54:48.422    16 Apr 2029 01:55:04.437      16.014221124    Earth           Penumbra    399           1666.7717121
16 Apr 2029 01:55:04.437    16 Apr 2029 02:22:19.434      1634.9972717    Earth           Umbra       399           1666.7717121
16 Apr 2029 02:22:19.434    16 Apr 2029 02:22:35.194      15.760219283    Earth           Penumbra    399           1666.7717121
16 Apr 2029 03:29:05.849    16 Apr 2029 03:29:21.730      15.881256899    Earth           Penumbra    400           1673.7446535
16 Apr 2029 03:29:21.730    16 Apr 2029 03:56:43.961      1642.2312057    Earth           Umbra       400           1673.7446535
16 Apr 2029 03:56:43.961    16 Apr 2029 03:56:59.593      15.632190846    Earth           Penumbra    400           1673.7446535
16 Apr 2029 05:03:23.267    16 Apr 2029 05:03:39.019      15.751248552    Earth           Penumbra    401           1680.5653385
16 Apr 2029 05:03:39.019    16 Apr 2029 05:31:08.326      1649.3068057    Earth           Umbra       401           1680.5653385
16 Apr 2029 05:31:08.326    16 Apr 2029 05:31:23.833      15.507284249    Earth           Penumbra    401           1680.5653385
16 Apr 2029 06:37:40.642    16 Apr 2029 06:37:56.265      15.623080241    Earth           Penumbra    402           1687.3694152
16 Apr 2029 06:37:56.265    16 Apr 2029 07:05:32.627      1656.3622408    Earth           Umbra       402           1687.3694152
16 Apr 2029 07:05:32.627    16 Apr 2029 07:05:48.011      15.384094161    Earth           Penumbra    402           1687.3694152
16 Apr 2029 08:11:57.916    16 Apr 2029 08:12:13.411      15.495828493    Earth           Penumbra    403           1694.1881955
16 Apr 2029 08:12:13.411    16 Apr 2029 08:39:56.842      1663.4302685    Earth           Umbra       403           1694.1881955
16 Apr 2029 08:39:56.842    16 Apr 2029 08:40:12.104      15.262098494    Earth           Penumbra    403           1694.1881955
16 Apr 2029 09:46:15.331    16 Apr 2029 09:46:30.704      15.372937953    Earth           Penumbra    404           1700.7823447
16 Apr 2029 09:46:30.704    16 Apr 2029 10:14:20.970      1670.2662953    Earth           Umbra       404           1700.7823447
16 Apr 2029 10:14:20.970    16 Apr 2029 10:14:36.113      15.143111511    Earth           Penumbra    404           1700.7823447
16 Apr 2029 11:20:32.844    16 Apr 2029 11:20:48.097      15.252937283    Earth           Penumbra    405           1707.3182301
16 Apr 2029 11:20:48.097    16 Apr 2029 11:48:45.135      1677.0377029    Earth           Umbra       405           1707.3182301
16 Apr 2029 11:48:45.135    16 Apr 2029 11:49:00.163      15.027589921    Earth           Penumbra    405           1707.3182301
16 Apr 2029 12:54:50.314    16 Apr 2029 12:55:05.449      15.134718816    Earth           Penumbra    406           1713.7807406
16 Apr 2029 12:55:05.449    16 Apr 2029 13:23:09.181      1683.7322606    Earth           Umbra       406           1713.7807406
16 Apr 2029 13:23:09.181    16 Apr 2029 13:23:24.095      14.913761267    Earth           Penumbra    406           1713.7807406
16 Apr 2029 14:29:07.737    16 Apr 2029 14:29:22.756      15.018619504    Earth           Penumbra    407           1720.1306455
16 Apr 2029 14:29:22.756    16 Apr 2029 14:57:33.066      1690.3102292    Earth           Umbra       407           1720.1306455
16 Apr 2029 14:57:33.066    16 Apr 2029 14:57:47.868      14.801796852    Earth           Penumbra    407           1720.1306455
16 Apr 2029 16:03:25.107    16 Apr 2029 16:03:40.011      14.904097770    Earth           Penumbra    408           1726.4337021
16 Apr 2029 16:03:40.011    16 Apr 2029 16:31:56.849      1696.8378536    Earth           Umbra       408           1726.4337021
16 Apr 2029 16:31:56.849    16 Apr 2029 16:32:11.541      14.691750740    Earth           Penumbra    408           1726.4337021
16 Apr 2029 17:37:42.479    16 Apr 2029 17:37:57.271      14.791850152    Earth           Penumbra    409           1732.6200184
16 Apr 2029 17:37:57.271    16 Apr 2029 18:06:20.516      1703.2443734    Earth           Umbra       409           1732.6200184
16 Apr 2029 18:06:20.516    16 Apr 2029 18:06:35.099      14.583794866    Earth           Penumbra    409           1732.6200184
16 Apr 2029 19:11:59.831    16 Apr 2029 19:12:14.512      14.680975804    Earth           Penumbra    410           1738.7468900
16 Apr 2029 19:12:14.512    16 Apr 2029 19:40:44.102      1709.5894299    Earth           Umbra       410           1738.7468900
16 Apr 2029 19:40:44.102    16 Apr 2029 19:40:58.578      14.476484293    Earth           Penumbra    410           1738.7468900
16 Apr 2029 20:46:17.181    16 Apr 2029 20:46:31.752      14.570714068    Earth           Penumbra    411           1744.8310946
16 Apr 2029 20:46:31.752    16 Apr 2029 21:15:07.642      1715.8909158    Earth           Umbra       411           1744.8310946
16 Apr 2029 21:15:07.642    16 Apr 2029 21:15:22.012      14.369464782    Earth           Penumbra    411           1744.8310946
16 Apr 2029 22:20:34.568    16 Apr 2029 22:20:49.030      14.461307600    Earth           Penumbra    412           1750.8953043
16 Apr 2029 22:20:49.030    16 Apr 2029 22:49:31.199      1722.1697888    Earth           Umbra       412           1750.8953043
16 Apr 2029 22:49:31.199    16 Apr 2029 22:49:45.464      14.264207985    Earth           Penumbra    412           1750.8953043
16 Apr 2029 23:54:51.999    16 Apr 2029 23:55:06.354      14.355102496    Earth           Penumbra    413           1756.8329648
16 Apr 2029 23:55:06.354    17 Apr 2029 00:23:54.670      1728.3157280    Earth           Umbra       413           1756.8329648
17 Apr 2029 00:23:54.670    17 Apr 2029 00:24:08.832      14.162134321    Earth           Penumbra    413           1756.8329648
17 Apr 2029 01:29:09.433    17 Apr 2029 01:29:23.686      14.253276831    Earth           Penumbra    414           1762.6195574
17 Apr 2029 01:29:23.686    17 Apr 2029 01:58:17.989      1734.3027429    Earth           Umbra       414           1762.6195574
17 Apr 2029 01:58:17.989    17 Apr 2029 01:58:32.053      14.063537680    Earth           Penumbra    414           1762.6195574
17 Apr 2029 03:03:26.734    17 Apr 2029 03:03:40.887      14.153224882    Earth           Penumbra    415           1768.3282401
17 Apr 2029 03:03:40.887    17 Apr 2029 03:32:41.095      1740.2078186    Earth           Umbra       415           1768.3282401
17 Apr 2029 03:32:41.095    17 Apr 2029 03:32:55.062      13.967196608    Earth           Penumbra    415           1768.3282401
17 Apr 2029 04:37:44.020    17 Apr 2029 04:37:58.076      14.055163530    Earth           Penumbra    416           1773.9147024
17 Apr 2029 04:37:58.076    17 Apr 2029 05:07:04.062      1745.9864693    Earth           Umbra       416           1773.9147024
17 Apr 2029 05:07:04.062    17 Apr 2029 05:07:17.935      13.873069617    Earth           Penumbra    416           1773.9147024
17 Apr 2029 06:12:01.283    17 Apr 2029 06:12:15.241      13.958477019    Earth           Penumbra    417           1779.4718875
17 Apr 2029 06:12:15.241    17 Apr 2029 06:41:26.974      1751.7331160    Earth           Umbra       417           1779.4718875
17 Apr 2029 06:41:26.974    17 Apr 2029 06:41:40.755      13.780294522    Earth           Penumbra    417           1779.4718875
17 Apr 2029 07:46:18.448    17 Apr 2029 07:46:32.310      13.862252247    Earth           Penumbra    418           1785.0556797
17 Apr 2029 07:46:32.310    17 Apr 2029 08:15:49.815      1757.5052734    Earth           Umbra       418           1785.0556797
17 Apr 2029 08:15:49.815    17 Apr 2029 08:16:03.504      13.688154041    Earth           Penumbra    418           1785.0556797
17 Apr 2029 09:20:35.725    17 Apr 2029 09:20:49.494      13.768945634    Earth           Penumbra    419           1790.4574071
17 Apr 2029 09:20:49.494    17 Apr 2029 09:50:12.584      1763.0905350    Earth           Umbra       419           1790.4574071
17 Apr 2029 09:50:12.584    17 Apr 2029 09:50:26.182      13.597926521    Earth           Penumbra    419           1790.4574071
17 Apr 2029 10:54:53.114    17 Apr 2029 10:55:06.792      13.677852473    Earth           Penumbra    420           1795.8142762
17 Apr 2029 10:55:06.792    17 Apr 2029 11:24:35.418      1768.6262696    Earth           Umbra       420           1795.8142762
17 Apr 2029 11:24:35.418    17 Apr 2029 11:24:48.928      13.510154164    Earth           Penumbra    420           1795.8142762
17 Apr 2029 12:29:10.462    17 Apr 2029 12:29:24.050      13.587861951    Earth           Penumbra    421           1801.1188095
17 Apr 2029 12:29:24.050    17 Apr 2029 12:58:58.157      1774.1074172    Earth           Umbra       421           1801.1188095
17 Apr 2029 12:58:58.157    17 Apr 2029 12:59:11.581      13.423530338    Earth           Penumbra    421           1801.1188095
17 Apr 2029 14:03:27.767    17 Apr 2029 14:03:41.266      13.499364769    Earth           Penumbra    422           1806.3227672
17 Apr 2029 14:03:41.266    17 Apr 2029 14:33:20.751      1779.4851645    Earth           Umbra       422           1806.3227672
17 Apr 2029 14:33:20.751    17 Apr 2029 14:33:34.089      13.338237978    Earth           Penumbra    422           1806.3227672
17 Apr 2029 15:37:45.020    17 Apr 2029 15:37:58.432      13.411941624    Earth           Penumbra    423           1811.4908345
17 Apr 2029 15:37:58.432    17 Apr 2029 16:07:43.257      1784.8246576    Earth           Umbra       423           1811.4908345
17 Apr 2029 16:07:43.257    17 Apr 2029 16:07:56.511      13.254235277    Earth           Penumbra    423           1811.4908345
17 Apr 2029 17:12:02.270    17 Apr 2029 17:12:15.596      13.326057396    Earth           Penumbra    424           1816.5669269
17 Apr 2029 17:12:15.596    17 Apr 2029 17:42:05.665      1790.0692699    Earth           Umbra       424           1816.5669269
17 Apr 2029 17:42:05.665    17 Apr 2029 17:42:18.837      13.171599561    Earth           Penumbra    424           1816.5669269
17 Apr 2029 18:46:19.506    17 Apr 2029 18:46:32.747      13.241148193    Earth           Penumbra    425           1821.5827010
17 Apr 2029 18:46:32.747    17 Apr 2029 19:16:27.999      1795.2521571    Earth           Umbra       425           1821.5827010
17 Apr 2029 19:16:27.999    17 Apr 2029 19:16:41.089      13.089395722    Earth           Penumbra    425           1821.5827010
17 Apr 2029 20:20:36.743    17 Apr 2029 20:20:49.899      13.156586629    Earth           Penumbra    426           1826.5537572
17 Apr 2029 20:20:49.899    17 Apr 2029 20:50:50.289      1800.3898081    Earth           Umbra       426           1826.5537572
17 Apr 2029 20:50:50.289    17 Apr 2029 20:51:03.297      13.007362559    Earth           Penumbra    426           1826.5537572
17 Apr 2029 21:54:54.023    17 Apr 2029 21:55:07.095      13.072485232    Earth           Penumbra    427           1831.5121071
17 Apr 2029 21:55:07.095    17 Apr 2029 22:25:12.608      1805.5131197    Earth           Umbra       427           1831.5121071
17 Apr 2029 22:25:12.608    17 Apr 2029 22:25:25.535      12.926502130    Earth           Penumbra    427           1831.5121071
17 Apr 2029 23:29:11.335    17 Apr 2029 23:29:24.325      12.990470615    Earth           Penumbra    428           1836.3847955
17 Apr 2029 23:29:24.325    17 Apr 2029 23:59:34.872      1810.5465376    Earth           Umbra       428           1836.3847955
17 Apr 2029 23:59:34.872    17 Apr 2029 23:59:47.719      12.847787258    Earth           Penumbra    428           1836.3847955
18 Apr 2029 01:03:28.653    18 Apr 2029 01:03:41.565      12.911815778    Earth           Penumbra    429           1841.1383326
18 Apr 2029 01:03:41.565    18 Apr 2029 01:33:57.020      1815.4550078    Earth           Umbra       429           1841.1383326
18 Apr 2029 01:33:57.020    18 Apr 2029 01:34:09.791      12.771509006    Earth           Penumbra    429           1841.1383326
18 Apr 2029 02:37:45.844    18 Apr 2029 02:37:58.679      12.834603048    Earth           Penumbra    430           1845.8295388
18 Apr 2029 02:37:58.679    18 Apr 2029 03:08:18.977      1820.2978894    Earth           Umbra       430           1845.8295388
18 Apr 2029 03:08:18.977    18 Apr 2029 03:08:31.674      12.697046273    Earth           Penumbra    430           1845.8295388
18 Apr 2029 04:12:03.015    18 Apr 2029 04:12:15.774      12.758796592    Earth           Penumbra    431           1850.4239510
18 Apr 2029 04:12:15.774    18 Apr 2029 04:42:40.815      1825.0409049    Earth           Umbra       431           1850.4239510
18 Apr 2029 04:42:40.815    18 Apr 2029 04:42:53.439      12.624249444    Earth           Penumbra    431           1850.4239510
18 Apr 2029 05:46:20.177    18 Apr 2029 05:46:32.861      12.684052857    Earth           Penumbra    432           1854.9819082
18 Apr 2029 05:46:32.861    18 Apr 2029 06:17:02.606      1829.7452762    Earth           Umbra       432           1854.9819082
18 Apr 2029 06:17:02.606    18 Apr 2029 06:17:15.159      12.552579143    Earth           Penumbra    432           1854.9819082
18 Apr 2029 07:20:37.247    18 Apr 2029 07:20:49.856      12.609539204    Earth           Penumbra    433           1859.5724309
18 Apr 2029 07:20:49.856    18 Apr 2029 07:51:24.338      1834.4816676    Earth           Umbra       433           1859.5724309
18 Apr 2029 07:51:24.338    18 Apr 2029 07:51:36.819      12.481224106    Earth           Penumbra    433           1859.5724309
18 Apr 2029 08:54:54.402    18 Apr 2029 08:55:06.939      12.537034065    Earth           Penumbra    434           1864.0147361
18 Apr 2029 08:55:06.939    18 Apr 2029 09:25:46.005      1839.0665461    Earth           Umbra       434           1864.0147361
18 Apr 2029 09:25:46.005    18 Apr 2029 09:25:58.416      12.411155901    Earth           Penumbra    434           1864.0147361
18 Apr 2029 10:29:11.680    18 Apr 2029 10:29:24.146      12.466306728    Earth           Penumbra    435           1868.4202122
18 Apr 2029 10:29:24.146    18 Apr 2029 11:00:07.757      1843.6110318    Earth           Umbra       435           1868.4202122
18 Apr 2029 11:00:07.757    18 Apr 2029 11:00:20.100      12.342873670    Earth           Penumbra    435           1868.4202122
